,Unnamed: 0,TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan
221,455,2612,SANDKO,12,1,34.3,49.2,2019,22.9,Understory,6-11,Alive,54,Intermediate,4.0,"4,302.34",0.2,0.2,0.1,800.00,10.15,400.00,"1,210.15",0.2,0.1,26.2,2
212,431,2594,RYPAAC,12,1,23.6,42.0,2019,17.4,Understory,6-11,Alive,53,Intermediate,2.0,888.53,0.04,0.15,0.08,400.00,7.71,200.00,607.71,0.3,0.15,22.2,0
321,633,2724A,CANTDI,17,1,78.7,77.1,2019,16.6,Understory,6-11,Alive,40,Intermediate,7.0,"2,679.86",0.13,0.15,0.07,"1,400.00",7.36,700.00,"2,107.36",-0.2,-0.1,21.5,0
542,1023,2987C,PEN2ST,27,2,74.8,104.8,2019,18.2,Understory,6-11,Alive,7,Young,0.5,256.24,0.01,0.16,0.08,100.00,8.06,50.00,158.06,-0.1,-0.05,22.8,0
950,1800,3497A,XYLOM2,47,2,64.6,182.4,2019,13.2,Understory,1-5,Alive,7,Young,3.0,562.81,0.03,0.12,0.06,600.00,5.85,300.00,905.85,0.1,0.05,18.4,0
757,1456,3263B,ARCHBU,38,2,43.9,147.3,2019,19.2,Understory,6-11,Alive,28,Intermediate,11.5,"6,992.26",0.33,0.17,0.09,"2,300.00",8.51,"1,150.00","3,458.51",1.0,0.5,23.6,0
749,1431,3249D,MACAHO,37,2,75.6,150.0,2019,22.4,Understory,6-11,Alive,7,Young,0.5,500.40,0.02,0.2,0.1,100.00,9.93,50.00,159.93,0.7,0.35,25.8,0
240,494,2636A,SHORL1,13,1,54.1,56.3,2019,21.3,Understory,6-11,Alive,7,Young,9.0,"7,646.93",0.36,0.19,0.09,"1,800.00",9.44,900.00,"2,709.44",3.3,1.65,25.1,0
571,1076,3022,SAR1GR,29,2,29.0,107.7,2019,46.2,Canopy,18-23,Alive,57,Intermediate,5.0,"58,222.65",2.74,0.41,0.2,"1,000.00",20.47,500.00,"1,520.47",-0.3,-0.15,36.7,9
359,709,2775,DIPTC1,19,1,37.4,66.2,2019,12.6,Understory,1-5,Alive,52,Intermediate,13.5,"2,196.32",0.1,0.11,0.06,"2,700.00",5.58,"1,350.00","4,055.58",-0.2,-0.1,17.8,6
1007,1896,3546A,PORTAN,49,2,31.9,191.0,2019,15.7,Understory,6-11,Alive,35,Intermediate,11.5,"3,695.04",0.17,0.14,0.07,"2,300.00",6.96,"1,150.00","3,456.96",-0.1,-0.05,20.7,0
313,620,2714,SINDWA,17,1,62.9,72.0,2019,45.0,Canopy,18-23,Alive,61,Mature,1.5,"15,923.62",0.75,0.4,0.2,300.00,19.94,150.00,469.94,0.1,0.05,36.4,8
169,355,2541,NEOSKI,10,1,1.8,35.1,2019,33.0,Canopy,12-17,Alive,58,Intermediate,6.5,"23,634.29",1.11,0.29,0.15,"1,300.00",14.62,650.00,"1,964.62",0.0,0.0,31.7,0
257,528,2653,PAROVA,14,1,78.8,57.8,2019,21.4,Understory,6-11,Alive,53,Intermediate,3.5,"3,019.33",0.14,0.19,0.09,700.00,9.48,350.00,"1,059.48",0.2,0.1,25.2,6
152,311,2515,KOOMMA,8,1,56.7,36.4,2019,65.2,Emergent,>24,Alive,73,Mature,4.5,"179,921.19",8.46,0.58,0.29,900.00,28.89,450.00,"1,378.89",1.5,0.75,41.6,7
189,388,2569,BOUEMA,11,1,10.5,46.0,2019,36.2,Canopy,12-17,Alive,59,Intermediate,2.0,"9,975.81",0.47,0.32,0.16,400.00,16.04,200.00,616.04,0.4,0.2,33.1,14
809,1570,3341,XANTST,41,2,2.0,171.3,2019,16.3,Understory,6-11,Alive,54,Intermediate,3.5,"1,265.12",0.06,0.14,0.07,700.00,7.22,350.00,"1,057.22",-0.3,-0.15,21.2,0
235,487,2632C,AIDIWA,13,1,42.0,51.5,2019,28.1,Understory,6-11,Alive,7,Young,0.5,"1,057.61",0.05,0.25,0.12,100.00,12.45,50.00,162.45,3.2,1.6,29.3,8
209,426,2591,KIBAAR,11,1,19.5,46.4,2019,17.5,Understory,6-11,Alive,53,Intermediate,2.5,"1,131.03",0.05,0.16,0.08,500.00,7.75,250.00,757.75,0.1,0.05,22.2,0
525,986,2967,EUGEPU,27,2,69.1,108.0,2019,18.0,Understory,6-11,Alive,53,Intermediate,2.0,989.54,0.05,0.16,0.08,400.00,7.98,200.00,607.98,0.3,0.15,22.6,0
614,1162,3079A,RYPAKU,31,2,1.4,137.3,2019,11.9,Understory,1-5,Alive,7,Young,11.0,"1,503.78",0.07,0.11,0.05,"2,200.00",5.27,"1,100.00","3,305.27",0.1,0.05,17.1,0
1018,1913,3552A,MONOMA,49,2,35.6,182.6,2019,33.3,Canopy,12-17,Alive,35,Intermediate,15.0,"56,245.29",2.64,0.3,0.15,"3,000.00",14.76,"1,500.00","4,514.76",0.5,0.25,31.8,11
27,53,2346,CLE1SU,2,1,33.7,2.0,2019,16.1,Understory,6-11,Alive,52,Intermediate,4.5,"1,564.65",0.07,0.14,0.07,900.00,7.13,450.00,"1,357.13",0.0,0.0,21.1,0
1003,1891,3544B,CALODI,49,2,22.9,190.4,2019,17.7,Understory,6-11,Alive,7,Young,10.0,"4,690.27",0.22,0.16,0.08,"2,000.00",7.84,"1,000.00","3,007.84",1.0,0.5,22.4,5
918,1750,3460,BARRPE,46,2,81.7,190.3,2019,53.4,Canopy,18-23,Alive,63,Mature,3.5,"68,106.73",3.2,0.47,0.24,700.00,23.66,350.00,"1,073.66",0.4,0.2,38.8,5
138,279,2498B,SANTLA,7,1,79.5,20.4,2019,20.1,Understory,6-11,Alive,7,Young,9.0,"6,340.06",0.3,0.18,0.09,"1,800.00",8.91,900.00,"2,708.91",2.2,1.1,24.2,4
243,506,2643B,SAPIBA,14,1,62.6,50.2,2019,23.1,Understory,6-11,Alive,7,Young,1.0,"1,106.61",0.05,0.2,0.1,200.00,10.24,100.00,310.24,2.0,1.0,26.3,0
556,1048,3003A,RYPAKU,28,2,48.4,111.4,2019,12.4,Understory,1-5,Alive,28,Intermediate,11.0,"1,704.31",0.08,0.11,0.05,"2,200.00",5.49,"1,100.00","3,305.49",0.1,0.05,17.6,0
647,1233,3115,ELATTA,32,2,39.2,121.4,2019,37.5,Canopy,12-17,Alive,59,Intermediate,3.5,"19,709.39",0.93,0.33,0.17,700.00,16.62,350.00,"1,066.62",0.1,0.05,33.6,9
897,1720,3436,DACRR1,45,2,80.2,169.6,2019,20.3,Understory,6-11,Alive,54,Intermediate,22.0,"16,000.52",0.75,0.18,0.09,"4,400.00",8.99,"2,200.00","6,608.99",-0.1,-0.05,24.4,0
768,1478,3277A,EUGEDU,38,2,56.4,150.9,2019,20.4,Understory,6-11,Alive,40,Intermediate,1.0,738.92,0.03,0.18,0.09,200.00,9.04,100.00,309.04,0.2,0.1,24.4,6
487,921,2926,SHORP2,25,1,85.5,98.1,2019,67.3,Emergent,>24,Alive,66,Mature,11.5,"516,174.35",24.26,0.6,0.3,"2,300.00",29.82,"1,150.00","3,479.82",2.5,1.25,42.0,0
453,875,2891A,MONOMA,24,1,67.0,90.0,2019,30.4,Canopy,12-17,Alive,40,Intermediate,15.0,"41,314.30",1.94,0.27,0.13,"3,000.00",13.47,"1,500.00","4,513.47",1.2,0.6,30.4,11
51,100,2376,IXONIC,3,1,48.9,13.7,2019,38.8,Canopy,12-17,Alive,58,Intermediate,10.5,"66,507.27",3.13,0.34,0.17,"2,100.00",17.19,"1,050.00","3,167.19",0.7,0.35,34.2,0
320,632,2724,ELAERU,17,1,75.8,77.3,2019,41.2,Canopy,12-17,Alive,61,Mature,1.5,"11,699.27",0.55,0.37,0.18,300.00,18.26,150.00,468.26,0.0,0.0,35.1,0
785,1510,3296B,CROTAR,39,2,22.1,153.8,2019,13.0,Understory,1-5,Alive,7,Young,8.0,"1,432.15",0.07,0.12,0.06,"1,600.00",5.76,800.00,"2,405.76",0.7,0.35,18.2,0
619,1168,3080C,GARCPA,31,2,12.8,137.5,2019,11.2,Understory,1-5,Alive,4,Young,2.0,227.63,0.01,0.1,0.05,400.00,4.96,200.00,604.96,0.3,0.15,16.4,0
852,1645,3386A,MEZZLE,43,2,51.9,163.0,2019,13.3,Understory,1-5,Alive,7,Young,1.5,288.01,0.01,0.12,0.06,300.00,5.89,150.00,455.89,0.5,0.25,18.5,0
621,1173,3082B,MANGQU,31,2,13.2,131.2,2019,13.0,Understory,1-5,Alive,4,Young,7.0,"1,253.13",0.06,0.12,0.06,"1,400.00",5.76,700.00,"2,105.76",0.5,0.25,18.2,0
328,645,2734,VATIBE,18,1,49.3,62.9,2019,19.0,Understory,6-11,Alive,52,Intermediate,5.5,"3,233.81",0.15,0.17,0.08,"1,100.00",8.42,550.00,"1,658.42",0.3,0.15,23.4,4
137,278,2498A,NEPHCO,7,1,78.0,21.0,2019,19.6,Understory,6-11,Alive,35,Intermediate,2.5,"1,624.03",0.08,0.17,0.09,500.00,8.68,250.00,758.68,0.3,0.15,23.9,0
988,1865,3531,PIMEGR,48,2,50.5,193.5,2019,24.2,Understory,6-11,Alive,53,Intermediate,10.5,"13,534.60",0.64,0.21,0.11,"2,100.00",10.72,"1,050.00","3,160.72",0.2,0.1,27.0,0
407,798,2833,MONOMA,22,1,20.2,88.5,2019,37.2,Canopy,12-17,Alive,55,Intermediate,15.0,"82,164.61",3.86,0.33,0.16,"3,000.00",16.48,"1,500.00","4,516.48",0.7,0.35,33.5,11
677,1285,3150A,SINDEC,34,2,63.4,129.4,2019,16.4,Understory,6-11,Alive,28,Intermediate,1.0,368.49,0.02,0.15,0.07,200.00,7.27,100.00,307.27,0.7,0.35,21.3,0
544,1026,2990,MONOMA,28,2,42.8,103.9,2019,19.6,Understory,6-11,Alive,58,Intermediate,15.0,"9,744.21",0.46,0.17,0.09,"3,000.00",8.68,"1,500.00","4,508.68",1.6,0.8,23.9,11
968,1835,3516A,IXONIC,47,2,79.2,184.5,2019,32.7,Canopy,12-17,Alive,48,Intermediate,10.5,"37,012.10",1.74,0.29,0.14,"2,100.00",14.49,"1,050.00","3,164.49",2.2,1.1,31.6,0
432,839,2869,PTEREC,23,1,49.0,97.3,2019,17.0,Understory,6-11,Alive,53,Intermediate,4.0,"1,650.91",0.08,0.15,0.08,800.00,7.53,400.00,"1,207.53",0.5,0.25,21.8,0
302,601,2698B,ARTOIS,16,1,94.6,76.5,2019,15.3,Understory,6-11,Alive,48,Intermediate,3.5,"1,037.34",0.05,0.14,0.07,700.00,6.78,350.00,"1,056.78",0.6,0.3,20.4,6
36,73,2361,POMEPA,2,1,37.4,8.1,2019,48.9,Canopy,18-23,Alive,63,Mature,3.0,"42,688.17",2.01,0.43,0.22,600.00,21.67,300.00,921.67,1.8,0.9,37.6,0
326,641,2731,BACCRE,17,1,71.3,62.3,2019,17.0,Understory,6-11,Alive,53,Intermediate,5.0,"2,063.64",0.1,0.15,0.08,"1,000.00",7.53,500.00,"1,507.53",0.2,0.1,21.8,0
1036,1942,3567,KNEMSC,50,2,19.9,197.1,2019,23.6,Understory,6-11,Alive,53,Intermediate,7.5,"8,902.56",0.42,0.21,0.1,"1,500.00",10.46,750.00,"2,260.46",0.6,0.3,26.6,0
595,1135,3067A,SHORM1,30,2,17.4,112.8,2019,19.4,Understory,6-11,Alive,7,Young,21.0,"13,199.96",0.62,0.17,0.09,"4,200.00",8.6,"2,100.00","6,308.60",1.0,0.5,23.7,10
384,757,2805A,SHORL1,21,1,4.6,80.5,2019,37.7,Canopy,12-17,Alive,7,Young,9.0,"51,618.76",2.43,0.33,0.17,"1,800.00",16.7,900.00,"2,716.70",3.3,1.65,33.7,0
391,773,2814B,PYSOGR,21,1,13.2,91.4,2019,16.9,Understory,6-11,Alive,7,Young,0.5,202.55,0.01,0.15,0.07,100.00,7.49,50.00,157.49,0.7,0.35,21.7,0
888,1702,3425B,SHORL1,44,2,72.7,178.5,2019,21.6,Understory,6-11,Alive,7,Young,9.0,"8,001.98",0.38,0.19,0.1,"1,800.00",9.57,900.00,"2,709.57",1.6,0.8,25.3,0
430,836,2867B,SHORM1,23,1,43.8,96.1,2019,19.3,Understory,6-11,Alive,35,Intermediate,21.0,"12,982.92",0.61,0.17,0.09,"4,200.00",8.55,"2,100.00","6,308.55",0.4,0.2,23.6,10
15,35,2335B,APORBR,1,1,16.0,8.0,2019,14.4,Understory,6-11,Alive,7,Young,5.0,"1,227.04",0.06,0.13,0.06,"1,000.00",6.38,500.00,"1,506.38",0.9,0.45,19.6,0
145,293,2504C,PIMEGR,8,1,40.8,34.8,2019,25.3,Understory,6-11,Alive,35,Intermediate,10.5,"15,670.24",0.74,0.22,0.11,"2,100.00",11.21,"1,050.00","3,161.21",0.1,0.05,27.7,0
977,1848,3495A,SHORM1,48,2,55.3,182.2,2019,21.9,Understory,6-11,Alive,35,Intermediate,21.0,"19,527.30",0.92,0.19,0.1,"4,200.00",9.7,"2,100.00","6,309.70",0.3,0.15,25.5,10
125,241,2469,SANTLA,6,1,98.2,20.3,2019,28.7,Understory,6-11,Alive,59,Intermediate,9.0,"20,431.24",0.96,0.25,0.13,"1,800.00",12.72,900.00,"2,712.72",1.1,0.55,29.6,4
742,1419,3244B,DRYPPO,37,2,62.2,158.2,2019,11.0,Understory,1-5,Alive,7,Young,1.0,107.81,0.01,0.1,0.05,200.00,4.87,100.00,304.87,0.0,0.0,16.2,0
200,406,2575A,SHORP1,11,1,1.2,56.2,2019,30.5,Canopy,12-17,Alive,28,Intermediate,12.0,"33,419.29",1.57,0.27,0.14,"2,400.00",13.51,"1,200.00","3,613.51",1.4,0.7,30.5,0
518,977,2962A,MONOMA,26,2,96.6,102.3,2019,27.7,Understory,6-11,Alive,48,Intermediate,15.0,"30,245.31",1.42,0.25,0.12,"3,000.00",12.27,"1,500.00","4,512.27",0.8,0.4,29.0,11
636,1205,3098D,HOPEME,32,2,35.3,133.0,2019,17.2,Understory,6-11,Alive,7,Young,13.0,"5,567.73",0.26,0.15,0.08,"2,600.00",7.62,"1,300.00","3,907.62",1.2,0.6,22.0,0
763,1470,3272,RYPAKU,38,2,42.1,154.8,2019,15.9,Understory,6-11,Alive,52,Intermediate,11.0,"3,677.49",0.17,0.14,0.07,"2,200.00",7.05,"1,100.00","3,307.05",0.1,0.05,20.9,0
693,1314,3168,MADHL1,34,2,77.3,125.0,2019,43.0,Canopy,12-17,Alive,56,Intermediate,1.5,"13,580.01",0.64,0.38,0.19,300.00,19.05,150.00,469.05,1.0,0.5,35.7,13
659,1251,3126B,SANTLA,33,2,41.9,132.0,2019,17.5,Understory,6-11,Alive,7,Young,9.0,"4,071.70",0.19,0.16,0.08,"1,800.00",7.75,900.00,"2,707.75",1.1,0.55,22.2,4
853,1648,3389,RYPAKU,43,2,45.3,168.0,2019,20.5,Understory,6-11,Alive,52,Intermediate,11.0,"8,257.41",0.39,0.18,0.09,"2,200.00",9.08,"1,100.00","3,309.08",-0.1,-0.05,24.5,0
183,376,2559,POMEPA,10,1,14.1,26.0,2019,52.1,Canopy,18-23,Alive,64,Mature,3.0,"53,464.48",2.51,0.46,0.23,600.00,23.09,300.00,923.09,1.2,0.6,38.5,0
914,1743,3453,SARADE,45,2,95.9,177.1,2019,14.0,Understory,6-11,Alive,53,Intermediate,36.5,"8,208.94",0.39,0.12,0.06,"7,300.00",6.2,"3,650.00","10,956.20",0.2,0.1,19.2,15
279,568,2677C,LITHRA,15,1,97.8,44.0,2019,30.7,Canopy,12-17,Alive,28,Intermediate,1.5,"4,270.50",0.2,0.27,0.14,300.00,13.6,150.00,463.60,1.7,0.85,30.6,0
442,858,2880,CYNOMA,23,1,48.9,85.6,2019,28.6,Understory,6-11,Alive,54,Intermediate,5.0,"11,218.80",0.53,0.25,0.13,"1,000.00",12.67,500.00,"1,512.67",1.0,0.5,29.5,0
883,1689,3417B,ALANEB,44,2,72.1,167.9,2019,15.6,Understory,6-11,Alive,7,Young,4.5,"1,417.23",0.07,0.14,0.07,900.00,6.91,450.00,"1,356.91",-0.1,-0.05,20.6,5
398,781,2820,DRYPLO,21,1,17.3,97.0,2019,15.2,Understory,6-11,Alive,53,Intermediate,8.5,"2,468.20",0.12,0.13,0.07,"1,700.00",6.74,850.00,"2,556.74",-0.1,-0.05,20.3,0
417,815,2851,SHORM2,22,1,38.4,99.2,2019,50.4,Canopy,18-23,Alive,57,Intermediate,14.0,"221,734.27",10.42,0.45,0.22,"2,800.00",22.33,"1,400.00","4,222.33",3.3,1.65,38.0,0
350,691,2763A,EUGEP4,19,1,24.2,77.6,2019,27.2,Understory,6-11,Alive,35,Intermediate,0.5,948.79,0.04,0.24,0.12,100.00,12.05,50.00,162.05,1.7,0.85,28.8,8
697,1319,3171,XERONO,35,2,85.9,120.0,2019,20.9,Understory,6-11,Alive,52,Intermediate,10.5,"8,390.08",0.39,0.19,0.09,"2,100.00",9.26,"1,050.00","3,159.26",0.3,0.15,24.8,11
1031,1934,3561D,SHORL1,50,2,12.6,186.7,2019,30.8,Canopy,12-17,Alive,7,Young,9.0,"25,905.69",1.22,0.27,0.14,"1,800.00",13.65,900.00,"2,713.65",3.6,1.8,30.6,0
870,1674,3410,CALODI,43,2,56.7,168.5,2019,17.7,Understory,6-11,Alive,52,Intermediate,10.0,"4,690.27",0.22,0.16,0.08,"2,000.00",7.84,"1,000.00","3,007.84",-6.2,-3.1,22.4,5
140,282,2500,SHORP1,8,1,47.1,23.6,2019,42.9,Canopy,12-17,Alive,65,Mature,12.0,"107,760.07",5.06,0.38,0.19,"2,400.00",19.01,"1,200.00","3,619.01",0.4,0.2,35.7,0
307,612,2706,CYATRA,17,1,69.5,60.7,2019,33.1,Canopy,12-17,Alive,56,Intermediate,3.5,"12,857.74",0.6,0.29,0.15,700.00,14.67,350.00,"1,064.67",-0.5,-0.25,31.7,0
198,404,2574,DIALPA,11,1,5.1,57.3,2019,17.5,Understory,6-11,Alive,54,Intermediate,0.5,226.21,0.01,0.16,0.08,100.00,7.75,50.00,157.75,0.1,0.05,22.2,7
410,802,2836,MALLPE,22,1,27.3,92.2,2019,15.2,Understory,6-11,Alive,53,Intermediate,6.0,"1,742.26",0.08,0.13,0.07,"1,200.00",6.74,600.00,"1,806.74",0.0,0.0,20.3,0
750,1432,3250,MEL1FU,37,2,72.1,150.0,2019,19.5,Understory,6-11,Alive,48,Intermediate,4.5,"2,875.63",0.14,0.17,0.09,900.00,8.64,450.00,"1,358.64",0.4,0.2,23.8,0
426,829,2862,SHORL1,23,1,46.5,88.4,2019,51.4,Canopy,18-23,Alive,63,Mature,9.0,"152,852.60",7.18,0.46,0.23,"1,800.00",22.78,900.00,"2,722.78",0.7,0.35,38.3,0
162,331,2525,RYPAKU,9,1,21.5,32.9,2019,17.7,Understory,6-11,Alive,54,Intermediate,11.0,"5,159.30",0.24,0.16,0.08,"2,200.00",7.84,"1,100.00","3,307.84",0.2,0.1,22.4,0
759,1461,3266,SHORM2,38,2,52.2,150.1,2019,54.1,Canopy,18-23,Alive,64,Mature,14.0,"285,405.45",13.41,0.48,0.24,"2,800.00",23.97,"1,400.00","4,223.97",1.1,0.55,39.0,0
1001,1889,3544,MONOMA,49,2,25.7,188.9,2019,32.2,Canopy,12-17,Alive,48,Intermediate,15.0,"50,181.08",2.36,0.29,0.14,"3,000.00",14.27,"1,500.00","4,514.27",0.1,0.05,31.3,11
652,1242,3121A,MILLAT,33,2,51.8,121.0,2019,15.0,Understory,6-11,Alive,28,Intermediate,5.5,"1,532.43",0.07,0.13,0.07,"1,100.00",6.65,550.00,"1,656.65",0.0,0.0,20.1,0
353,701,2771,SHORM1,19,1,35.0,79.6,2019,24.4,Understory,6-11,Alive,55,Intermediate,21.0,"27,812.09",1.31,0.22,0.11,"4,200.00",10.81,"2,100.00","6,310.81",-0.1,-0.05,27.1,10
499,940,2939A,QUERAR,25,1,99.6,82.3,2019,36.4,Canopy,12-17,Alive,48,Intermediate,4.5,"22,874.19",1.08,0.32,0.16,900.00,16.13,450.00,"1,366.13",1.7,0.85,33.2,0
655,1246,3124,CANTDI,33,2,45.3,127.6,2019,34.4,Canopy,12-17,Alive,54,Intermediate,7.0,"29,322.14",1.38,0.3,0.15,"1,400.00",15.24,700.00,"2,115.24",-1.6,-0.8,32.3,0
236,489,2634,SANTAP,13,1,42.0,59.4,2019,19.7,Understory,6-11,Alive,53,Intermediate,2.0,"1,320.65",0.06,0.17,0.09,400.00,8.73,200.00,608.73,-0.2,-0.1,23.9,0
481,913,2920,EUGEC1,25,1,80.3,86.0,2019,17.9,Understory,6-11,Alive,54,Intermediate,8.0,"3,888.63",0.18,0.16,0.08,"1,600.00",7.93,800.00,"2,407.93",-0.1,-0.05,22.6,0
895,1715,3433,BARRPE,44,2,74.5,163.6,2019,20.1,Understory,6-11,Alive,52,Intermediate,3.5,"2,465.58",0.12,0.18,0.09,700.00,8.91,350.00,"1,058.91",0.0,0.0,24.2,5
188,385,2566,MACALO,11,1,7.1,40.3,2019,15.9,Understory,6-11,Alive,53,Intermediate,17.0,"5,683.39",0.27,0.14,0.07,"3,400.00",7.05,"1,700.00","5,107.05",0.0,0.0,20.9,0
263,541,2662,VATIBE,15,1,85.8,45.0,2019,15.3,Understory,6-11,Alive,53,Intermediate,5.5,"1,630.11",0.08,0.14,0.07,"1,100.00",6.78,550.00,"1,656.78",0.0,0.0,20.4,4
46,91,2369B,DIALPL,3,1,44.7,11.4,2019,25.9,Understory,6-11,Alive,35,Intermediate,1.0,"1,612.73",0.08,0.23,0.11,200.00,11.48,100.00,311.48,0.8,0.4,28.0,0
110,213,2451,XANTEU,6,1,82.4,35.7,2019,17.7,Understory,6-11,Alive,54,Intermediate,16.0,"7,504.44",0.35,0.16,0.08,"3,200.00",7.84,"1,600.00","4,807.84",0.1,0.05,22.4,15
954,1811,3503A,SHORL1,47,2,69.2,196.3,2019,18.5,Understory,6-11,Alive,7,Young,9.0,"4,859.26",0.23,0.16,0.08,"1,800.00",8.2,900.00,"2,708.20",1.3,0.65,23.0,0
72,127,2391,APORPR,4,1,69.4,7.2,2019,11.6,Understory,1-5,Alive,52,Intermediate,3.5,442.86,0.02,0.1,0.05,700.00,5.14,350.00,"1,055.14",-0.1,-0.05,16.8,0
424,827,2860B,DIOSSU,23,1,43.8,83.2,2019,11.7,Understory,1-5,Alive,7,Young,1.0,129.86,0.01,0.1,0.05,200.00,5.18,100.00,305.18,0.0,0.0,16.9,8
220,453,2610A,KNEMLA,12,1,37.6,58.7,2019,11.4,Understory,1-5,Alive,4,Young,4.0,480.21,0.02,0.1,0.05,800.00,5.05,400.00,"1,205.05",-0.1,-0.05,16.6,0
233,485,2632A,ARCHBU,13,1,44.5,54.2,2019,17.5,Understory,6-11,Alive,7,Young,11.5,"5,202.73",0.24,0.16,0.08,"2,300.00",7.75,"1,150.00","3,457.75",1.1,0.55,22.2,0
251,519,2649,GLUTM2,14,1,73.4,52.3,2019,64.2,Emergent,>24,Alive,58,Intermediate,1.0,"37,795.19",1.78,0.57,0.28,200.00,28.45,100.00,328.45,1.0,0.5,41.4,5
394,776,2816,EUGEGR,21,1,7.0,99.4,2019,22.3,Understory,6-11,Alive,53,Intermediate,5.0,"4,931.56",0.23,0.2,0.1,"1,000.00",9.88,500.00,"1,509.88",0.2,0.1,25.8,6
457,883,2898A,XANTEU,24,1,64.4,99.5,2019,13.2,Understory,1-5,Alive,4,Young,16.0,"3,001.67",0.14,0.12,0.06,"3,200.00",5.85,"1,600.00","4,805.85",0.4,0.2,18.4,15
633,1202,3098A,SHORM1,32,2,26.2,133.0,2019,22.2,Understory,6-11,Alive,7,Young,21.0,"20,411.47",0.96,0.2,0.1,"4,200.00",9.84,"2,100.00","6,309.84",1.8,0.9,25.7,10
626,1185,3090,XANTEU,32,2,20.0,120.0,2019,13.0,Understory,1-5,Alive,53,Intermediate,16.0,"2,864.29",0.13,0.12,0.06,"3,200.00",5.76,"1,600.00","4,805.76",-0.1,-0.05,18.2,15
859,1660,3400,SANTTO,43,2,42.6,178.7,2019,42.3,Canopy,12-17,Alive,58,Intermediate,4.5,"38,471.45",1.81,0.37,0.19,900.00,18.74,450.00,"1,368.74",0.6,0.3,35.4,0
310,616,2710,SHORAC,17,1,62.5,63.2,2019,58.2,Canopy,18-23,Alive,57,Intermediate,8.5,"225,224.91",10.59,0.52,0.26,"1,700.00",25.79,850.00,"2,575.79",0.9,0.45,40.0,0
459,887,2902,DRYPLO,24,1,70.8,95.7,2019,15.0,Understory,6-11,Alive,53,Intermediate,8.5,"2,368.30",0.11,0.13,0.07,"1,700.00",6.65,850.00,"2,556.65",0.0,0.0,20.1,0
255,523,2650,ORMOPE,14,1,75.5,48.4,2019,68.4,Emergent,>24,Alive,63,Mature,0.5,"23,813.17",1.12,0.61,0.3,100.00,30.31,50.00,180.31,1.2,0.6,42.2,0
553,1044,3002A,LITHWA,28,2,44.7,113.1,2019,33.6,Canopy,12-17,Alive,35,Intermediate,1.5,"5,798.88",0.27,0.3,0.15,300.00,14.89,150.00,464.89,1.2,0.6,32.0,0
780,1503,3294,MESUFE,39,2,21.5,149.1,2019,21.1,Understory,6-11,Alive,53,Intermediate,7.5,"6,180.57",0.29,0.19,0.09,"1,500.00",9.35,750.00,"2,259.35",0.9,0.45,24.9,0
738,1414,3242B,SHORP1,37,2,65.6,153.3,2019,31.0,Canopy,12-17,Alive,28,Intermediate,12.0,"35,303.87",1.66,0.27,0.14,"2,400.00",13.74,"1,200.00","3,613.74",-0.2,-0.1,30.7,0
580,1101,3042,SCHOAC,29,2,36.4,117.3,2019,68.3,Emergent,>24,Alive,62,Mature,2.0,"94,744.05",4.45,0.61,0.3,400.00,30.26,200.00,630.26,-1.1,-0.55,42.2,0
878,1682,3415A,PAROVA,44,2,67.0,165.8,2019,25.5,Understory,6-11,Alive,48,Intermediate,3.5,"5,361.15",0.25,0.23,0.11,700.00,11.3,350.00,"1,061.30",0.3,0.15,27.8,6
464,893,2908,SHORL2,24,1,69.6,83.1,2019,96.7,Emergent,>24,Alive,69,Mature,3.5,"604,729.05",28.42,0.86,0.43,700.00,42.85,350.00,"1,092.85",0.9,0.45,46.4,13
642,1227,3113,MEMEAM,32,2,37.8,124.2,2019,12.3,Understory,1-5,Alive,48,Intermediate,3.0,453.48,0.02,0.11,0.05,600.00,5.45,300.00,905.45,0.3,0.15,17.5,0
84,150,2408,CLE1SU,4,1,77.9,4.6,2019,21.8,Understory,6-11,Alive,53,Intermediate,4.5,"4,122.61",0.19,0.19,0.1,900.00,9.66,450.00,"1,359.66",0.6,0.3,25.4,0
10,28,2331B,SHORP2,1,1,18.6,19.0,2019,12.9,Understory,1-5,Alive,4,Young,11.5,"2,010.57",0.09,0.11,0.06,"2,300.00",5.72,"1,150.00","3,455.72",0.1,0.05,18.1,0
227,461,2615,BEILKU,12,1,34.7,45.9,2019,15.2,Understory,6-11,Alive,55,Intermediate,0.5,145.19,0.01,0.13,0.07,100.00,6.74,50.00,156.74,0.5,0.25,20.3,0
1030,1933,3561C,OCHAAM,50,2,19.5,184.7,2019,20.6,Understory,6-11,Alive,35,Intermediate,10.0,"7,625.65",0.36,0.18,0.09,"2,000.00",9.13,"1,000.00","3,009.13",0.5,0.25,24.6,0
322,634,2725,MANGG2,17,1,76.2,71.4,2019,45.2,Canopy,18-23,Alive,59,Intermediate,0.5,"5,391.16",0.25,0.4,0.2,100.00,20.03,50.00,170.03,0.7,0.35,36.4,0
418,818,2854,BEILM2,22,1,32.4,85.9,2019,47.0,Canopy,18-23,Alive,57,Intermediate,1.5,"18,555.67",0.87,0.42,0.21,300.00,20.83,150.00,470.83,0.5,0.25,37.0,7
